name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000595684,8.125,5,11.25,2.22019701703285,1.15068770490176,4.07846661622912,0.0390112830956272,1,8,4,2,6,12,15,11,7
ENSSTUE00000483120,8.25,5,11.5,2.21968557049793,1.15035532611997,4.12210447047387,0.18624727959991,1,2,11,7,0,4,18,17,7
ENSSTUE00000461972,27.375,17,37.75,2.21155159968679,1.14505890343656,5.56218890232065,0.601034471323664,1,1,0,9,58,1,0,9,141
ENSSTUE00000126370,12,7.5,16.5,2.20770233093459,1.14254566367645,4.54480175511412,0.554909268549863,1,0,15,15,0,0,22,44,0
ENSSTUE00000391470,35.75,22.25,49.25,2.20707147590876,1.14213335198697,5.94799619480817,0.221415275523132,1,17,44,5,23,15,40,15,127
ENSSTUE00000218459,11.375,7,15.75,2.20611428971249,1.14150753296481,4.42967106816073,0.18007772728092,1,4,13,1,10,8,22,5,28
ENSSTUE00000622844,12.125,7.75,16.5,2.20591851441388,1.14137949944142,4.51853647795852,0.0553878922440947,1,5,5,7,14,11,23,11,21
ENSSTUE00000182859,9.875,6,13.75,2.20481424521581,1.14065711437936,4.32618623745668,0.10327136401468,1,10,8,6,0,20,16,14,5
ENSSTUE00000005446,24.25,15.25,33.25,2.20034467995727,1.137729536984,5.40396732144713,0.386634077930306,1,3,11,4,43,4,18,3,108
ENSSTUE00000211375,13.125,8,18.25,2.20031608528575,1.1377107882583,4.66477657832495,0.161355684270657,1,5,11,12,4,25,35,11,2
ENSSTUE00000538393,54.25,33.75,74.75,2.20028803023331,1.13769239310892,6.54253002105177,0.159054701999706,1,38,56,16,25,90,155,38,16
ENSSTUE00000215449,10.625,6.5,14.75,2.19697863358529,1.13552083909645,4.42738080102379,0.0832154374153026,1,12,9,3,2,16,19,19,5
ENSSTUE00000261392,41.875,26.25,57.5,2.19534522902678,1.13444782861786,6.16937374403289,0.206221947232187,1,15,21,11,58,14,27,47,142
ENSSTUE00000617697,17.25,10.75,23.75,2.19192432651403,1.13219799188993,4.99000550518546,0.0248528598994733,1,11,10,12,10,21,39,19,16
ENSSTUE00000475514,5.75,3.5,8,2.19061176290743,1.13133382145341,3.71828905152826,0.19427126447366,1,8,5,1,0,8,14,8,2
ENSSTUE00000043245,19.25,12,26.5,2.18901280368391,1.13028039296439,5.13039272921084,0.0326131233664031,1,12,10,10,16,20,40,16,30
ENSSTUE00000568863,15.125,9.25,21,2.18892735617083,1.13022407666088,4.85418529774708,0.0550656601167641,1,18,5,8,6,27,18,29,10
ENSSTUE00000483241,16,9.75,22.25,2.18717590184924,1.12906925263136,4.92420395333296,0.236805419263808,1,18,8,13,0,41,5,34,9
ENSSTUE00000427256,10.5,6.5,14.5,2.18537144195438,1.12787851172685,4.38891510319267,0.555744971117309,1,0,19,7,0,0,37,21,0
ENSSTUE00000272734,12.625,8,17.25,2.18269293107563,1.1261091811877,4.58231409774277,0.326619378767461,1,1,15,8,8,0,34,21,14
ENSSTUE00000491319,34.25,21.5,47,2.18146482123115,1.12529720869283,5.8897623925693,0.117235856063184,1,17,16,20,33,18,28,34,108
ENSSTUE00000053310,12.875,8.25,17.5,2.17599261297438,1.12167365895805,4.61567405174514,0.106821796795771,1,8,16,3,6,9,35,9,17
ENSSTUE00000369290,9.875,6,13.75,2.1725329924034,1.11937808618368,4.3402050982337,0.309663301268184,1,10,7,7,0,7,14,34,0
ENSSTUE00000165365,29.75,18.75,40.75,2.17119075805852,1.11848648487294,5.71235746952682,0.163759578653439,1,8,28,8,31,22,58,12,71
ENSSTUE00000251651,74.875,47.5,102.25,2.16946596108724,1.11733995045247,6.98216545270419,0.174826166383302,1,27,44,35,84,36,89,36,248
ENSSTUE00000587276,59.75,37.5,82,2.16852869052522,1.11671653077521,6.68887361537193,0.377015719812582,1,31,7,106,6,39,33,253,3
ENSSTUE00000577486,13.625,8.25,19,2.16834688912233,1.11659557550328,4.68941112090386,0.0152905423972659,1,11,7,9,6,19,26,12,19
ENSSTUE00000581825,15.5,9.5,21.5,2.1678037156746,1.11623413342485,4.87244507882626,0.0288178719096656,1,15,8,7,8,33,22,14,17
ENSSTUE00000221655,42.5,26.75,58.25,2.16687994837442,1.11561922602844,6.18437039792039,0.342110865526431,1,9,49,8,41,6,36,7,184
ENSSTUE00000326996,17.75,11.25,24.25,2.16476989902543,1.11421368399256,4.99951729790695,0.558443968217729,1,0,16,0,29,1,69,1,26
ENSSTUE00000072078,7,4.5,9.5,2.1646092157925,1.11410659385457,3.92860515761772,0.0696987936416792,1,8,2,2,6,12,10,11,5
ENSSTUE00000109590,21.625,13.5,29.75,2.16187520954969,1.11228324843806,5.30161833189521,0.28881658320287,1,8,31,9,6,20,86,11,2
ENSSTUE00000345781,14.125,8.75,19.5,2.15932843950721,1.11058269774229,4.69274744792494,0.638525110193397,1,0,12,0,23,0,29,0,49
ENSSTUE00000502207,57.25,36.25,78.25,2.15554694475673,1.10805398271136,6.60196153816101,0.258352017818544,1,19,18,17,91,28,37,27,221
ENSSTUE00000355377,9,5.75,12.25,2.15393582435566,1.10697526600882,4.21574457298583,0.198713989421428,1,8,5,4,6,13,16,20,0
ENSSTUE00000174577,12.5,7.5,17.5,2.15358539999006,1.1067405344919,4.58141388680057,0.0664464755113798,1,6,12,6,6,13,20,7,30
ENSSTUE00000083375,11.875,7.75,16,2.15202386317898,1.10569407561716,4.51264128091978,0.099227054503795,1,10,3,6,12,20,5,15,24
ENSSTUE00000535714,10.375,6.25,14.5,2.1486788464267,1.10344986559886,4.39091440179196,0.127554759973156,1,11,11,3,0,18,15,16,9
ENSSTUE00000238710,19.875,12.25,27.5,2.14811015979381,1.10306797978194,5.19386926841758,0.0138729504926448,1,12,12,17,8,27,32,27,24
ENSSTUE00000320679,11.375,7.25,15.5,2.14709219348795,1.10238414007058,4.48196643549081,0.390347345710427,1,4,22,3,0,8,35,19,0
ENSSTUE00000102516,20.25,12.75,27.75,2.14623518837672,1.10180817791795,5.23411045202306,0.599104319377661,1,28,0,23,0,32,0,79,0
ENSSTUE00000470618,150,95.5,204.5,2.1410344662002,1.0983080202988,7.97601483302227,0.3562150999002,1,70,243,51,18,52,635,115,16
ENSSTUE00000067021,11,7,15,2.14069672342402,1.09808042085001,4.4344509108983,0.0247475446066722,1,8,7,5,8,8,18,18,16
ENSSTUE00000599049,25.5,16.5,34.5,2.1386243096838,1.09668306774829,5.48959050261148,0.159274879323542,1,14,18,3,31,21,65,22,30
ENSSTUE00000455516,23.375,14.75,32,2.13832180382693,1.09647898582223,5.38670351016234,0.0401776492592479,1,11,23,13,12,27,49,22,30
ENSSTUE00000605411,10,6.25,13.75,2.12918090502551,1.09029853301959,4.34579185240609,0.35488248618505,1,8,9,8,0,3,37,15,0
ENSSTUE00000165359,18.875,12.25,25.5,2.12692892922544,1.08877182682607,5.10320745121185,0.270013715625859,1,7,12,1,29,8,53,13,28
ENSSTUE00000269889,26,16.75,35.25,2.12565791570902,1.08790944116834,5.49356286922082,0.408222569393408,1,8,3,5,51,6,4,9,122
ENSSTUE00000243356,13.625,9,18.25,2.12448683574017,1.0871144041025,4.66913798246522,0.142933617125943,1,7,5,3,21,10,22,18,23
ENSSTUE00000326993,20,13,27,2.12428602129569,1.08697802872393,5.17028796242614,0.535911748681462,1,1,18,0,33,1,87,1,19
ENSSTUE00000072816,30.375,19.25,41.5,2.12212764769612,1.08551143813745,5.73857236642893,0.0665193124630828,1,15,20,17,25,39,28,23,76
ENSSTUE00000225224,25.125,16,34.25,2.11899149579027,1.08337779771205,5.51368083271588,0.494397895402725,1,18,0,42,4,39,0,88,10
ENSSTUE00000510472,16.625,10.5,22.75,2.11872135432131,1.0831938627585,4.96711395627329,0.203375436145863,1,15,17,8,2,36,33,20,2
ENSSTUE00000356514,12.75,8.25,17.25,2.1174027497493,1.08229570949781,4.63727796597908,0.581524728926471,1,0,19,14,0,0,18,51,0
ENSSTUE00000019861,29.625,19.25,40,2.11602459166567,1.08135639402469,5.71344223626304,0.168237022143515,1,9,16,25,27,19,22,100,19
ENSSTUE00000598751,13,8,18,2.11473737145227,1.08047850664086,4.64634996594794,0.039081340246565,1,15,8,5,4,20,23,12,17
ENSSTUE00000465711,15.125,9.75,20.5,2.11305034283479,1.07932713948909,4.838719674882,0.283116804517887,1,18,1,16,4,24,2,46,10
ENSSTUE00000018244,47.375,30.25,64.5,2.11114909820225,1.07802847145678,6.36223525715726,0.462308563693063,1,51,0,64,6,52,2,174,30
ENSSTUE00000420219,11.875,7.5,16.25,2.10987218452459,1.07715560351169,4.52409316680124,0.150597713059355,1,12,9,1,8,29,9,8,19
ENSSTUE00000373248,32,20.5,43.5,2.10664303417013,1.0749458734992,5.82016887959649,0.356191818266966,1,2,51,6,23,5,125,20,24
ENSSTUE00000280560,13.5,8.5,18.5,2.1045145492189,1.07348748355086,4.69216395909237,0.0334219910933062,1,8,10,8,8,14,31,17,12
ENSSTUE00000452919,11.75,7.25,16.25,2.10355123222077,1.0728269555304,4.49393469736201,0.0529938989857793,1,6,6,9,8,10,14,11,30
ENSSTUE00000561936,16.5,10.75,22.25,2.10306981160859,1.07249674126791,4.9272525121907,0.379397599455962,1,5,27,3,8,0,59,11,19
ENSSTUE00000120840,20.625,13.5,27.75,2.10035328932756,1.07063201641161,5.22364742571989,0.238860025585007,1,4,18,7,25,4,64,24,19
ENSSTUE00000502598,37.75,24.5,51,2.09925170608879,1.06987516012923,6.01757896548476,0.235731971201581,1,11,18,13,56,17,31,22,134
ENSSTUE00000004631,7.125,4.5,9.75,2.09910590195008,1.06977495384497,3.91216771602054,0.231245594679532,1,9,0,5,4,8,2,10,19
ENSSTUE00000622640,12.875,8,17.75,2.0961925863029,1.06777126961411,4.62133824398173,0.0620257838824519,1,7,9,12,4,11,31,10,19
ENSSTUE00000465174,15.125,9.75,20.5,2.09529987508895,1.06715673430353,4.83135354137849,0.150001641274302,1,8,19,8,4,9,44,20,9
ENSSTUE00000241812,14.625,9,20.25,2.09482760960735,1.06683152459396,4.80422173004277,0.0738653384749827,1,9,8,17,2,21,31,12,17
ENSSTUE00000371452,10,6.5,13.5,2.08699771005888,1.06142901751332,4.33517584881559,0.476630326279014,1,0,16,10,0,0,17,30,7
ENSSTUE00000165170,32,20.5,43.5,2.0865995262349,1.06115373564138,5.83399461112499,0.620325871115001,1,67,13,0,2,152,22,0,0
ENSSTUE00000095188,9.125,5.75,12.5,2.08630983726778,1.06095342799004,4.22064094470143,0.225295911117082,1,8,3,12,0,19,4,22,5
ENSSTUE00000357817,14.625,9.25,20,2.08574463703903,1.06056253588777,4.77147595228478,0.309576018118557,1,5,27,3,2,3,47,9,21
ENSSTUE00000211551,17.5,11.5,23.5,2.0845227167315,1.05971709444772,4.99517817791596,0.20252599520421,1,6,9,6,25,14,10,11,59
ENSSTUE00000018270,319.75,207.25,432.25,2.08428040500241,1.05954938111605,9.05857414201306,0.439028709795954,1,307,3,437,82,420,19,1123,167
ENSSTUE00000340202,27,17.5,36.5,2.08408233702075,1.0594122761121,5.55433651026569,0.318238019932471,1,17,11,5,37,17,5,11,113
ENSSTUE00000502075,70.875,46.25,95.5,2.08381221070892,1.05922527047336,6.90246929223136,0.266093657237273,1,26,26,16,117,37,52,39,254
ENSSTUE00000122840,58.75,38,79.5,2.08218116564445,1.05809559957203,6.65727800902897,0.322982690841849,1,9,42,95,6,26,28,224,40
ENSSTUE00000326989,13.25,8.5,18,2.0814820507111,1.05761111770862,4.63816556236135,0.657224760451159,1,0,11,0,23,0,51,0,21
ENSSTUE00000346373,36,23.25,48.75,2.08105229234819,1.05731321733829,5.96330771194284,0.271811293573673,1,13,11,30,39,20,7,26,142
ENSSTUE00000320260,8.875,5.75,12,2.07835682232675,1.05544336435198,4.2143829450625,0.127650706782935,1,11,3,5,4,21,15,9,3
ENSSTUE00000165356,27.125,17.75,36.5,2.07830498493355,1.05540738088565,5.5768071185549,0.208886921204799,1,15,25,6,25,14,83,11,38
ENSSTUE00000088273,94,61,127,2.07723717080355,1.05466594685557,7.31520070574606,0.613088143402247,1,0,82,154,8,0,196,310,2
ENSSTUE00000382186,11.375,7.5,15.25,2.07491702622493,1.053053645738,4.50033218022404,0.179501158356835,1,8,5,13,4,19,5,34,3
ENSSTUE00000030195,11.875,7.5,16.25,2.0747705527664,1.05295179877805,4.51292096410553,0.213491149989016,1,9,5,8,8,5,2,20,38
ENSSTUE00000424171,12.125,7.75,16.5,2.07452484302687,1.05278093399773,4.54865408950036,0.252057998800293,1,11,1,9,10,18,1,24,23
ENSSTUE00000009423,281.375,183,379.75,2.0742622107027,1.05259827899652,8.87436939770033,0.560967116556633,1,17,689,22,4,26,1447,32,14
ENSSTUE00000166232,18.875,12.25,25.5,2.07386905891103,1.05232480735111,5.13376883462575,0.398762062827313,1,8,5,34,2,22,8,72,0
ENSSTUE00000610410,10.25,6.5,14,2.07372513279401,1.05222468111611,4.37392427933787,0.0395574372930284,1,8,8,8,2,16,19,14,7
ENSSTUE00000088270,9.5,6,13,2.07301283488721,1.05172904880179,4.27439635061673,0.520349783201404,1,1,13,10,0,0,23,29,0
ENSSTUE00000000146,8.75,5.5,12,2.07237044355486,1.05128191292332,4.172939208557,0.414793551022127,1,0,13,7,2,0,26,12,10
ENSSTUE00000559350,29,19.25,38.75,2.07155572866588,1.05071463199389,5.66895066058984,0.158002705196839,1,14,15,7,41,17,64,24,50
ENSSTUE00000502781,16.875,11,22.75,2.07014811095998,1.04973399057645,4.96487790895693,0.391620497633176,1,11,18,9,6,1,81,7,2
ENSSTUE00000523871,96.375,62.75,130,2.06954614406403,1.04931441627547,7.3370612834506,0.457884939837198,1,62,9,15,165,34,11,6,469
ENSSTUE00000572640,18.25,11.75,24.75,2.06932801759528,1.04916235077999,5.06309886882867,0.128825085935526,1,18,3,12,14,25,9,22,43
ENSSTUE00000412416,13.625,8.75,18.5,2.06868196772542,1.04871186711548,4.70291737269927,0.0130615659668323,1,11,10,6,8,19,17,19,19
ENSSTUE00000101148,11.125,7,15.25,2.06509363661918,1.04620719860523,4.44269649434826,0.0173209457254488,1,8,8,6,6,14,19,11,17
ENSSTUE00000500171,1442.5,942,1943,2.06283818197969,1.04463065437429,11.2229856479269,0.470364150107361,1,124,206,2739,699,92,157,6403,1120
ENSSTUE00000448775,15.125,9.5,20.75,2.06245417517108,1.0443620650613,4.84836691761027,0.0856725408188663,1,15,10,11,2,25,27,22,9
ENSSTUE00000390847,43.5,28.25,58.75,2.06195991742226,1.04401628833251,6.24335087084898,0.104934406068695,1,31,44,19,19,96,76,39,24
ENSSTUE00000326220,8.375,5.5,11.25,2.05930547671464,1.04215785476489,4.11832046981848,0.199737170224521,1,5,13,0,4,10,15,13,7
ENSSTUE00000321908,37.5,24.5,50.5,2.05922302000892,1.04210008661758,6.0014198378738,0.64052991034242,1,0,11,17,70,0,0,23,179
ENSSTUE00000125083,19.375,12.75,26,2.05677371265555,1.04038307651338,5.15711483499652,0.284520408710765,1,17,25,5,4,47,48,6,3
ENSSTUE00000389364,80.75,52.75,108.75,2.05536162433767,1.03939224682193,7.10717957448278,0.572117224345727,1,196,3,8,4,410,14,11,0
ENSSTUE00000197226,17.375,11.5,23.25,2.05344441492059,1.03804589525767,4.9856646655154,0.0246662951483348,1,8,16,10,12,19,22,24,28
ENSSTUE00000202266,7.75,5,10.5,2.04853455652501,1.03459222970216,4.06847191153708,0.360481864053427,1,9,0,9,2,9,2,29,2
ENSSTUE00000132247,20.5,13.5,27.5,2.04824073724806,1.03438529054436,5.20872959043896,0.0293874038129685,1,17,15,8,14,24,24,36,26
ENSSTUE00000215214,24,15.75,32.25,2.04675022967463,1.03333505722422,5.42125077088824,0.247815962581437,1,4,12,18,29,6,18,29,76
ENSSTUE00000051528,11.25,7.25,15.25,2.04613965340544,1.03290461546432,4.47724933420486,0.0505328253162777,1,8,13,2,6,15,14,15,17
ENSSTUE00000470488,40.25,26.5,54,2.04481888417354,1.03197306493907,6.1321959149903,0.366804009993292,1,11,70,15,10,11,170,30,5
ENSSTUE00000270774,21.5,14.25,28.75,2.04461941371918,1.03183232432162,5.28025473648683,0.0386107618465393,1,16,8,17,16,31,38,27,19
ENSSTUE00000455946,63.75,42,85.5,2.04426770980343,1.03158413869994,6.75992155952101,0.253310822336458,1,9,51,36,72,9,113,90,130
ENSSTUE00000270661,26.125,17.25,35,2.04294619585723,1.03065120896977,5.5377248463993,0.293042701337012,1,5,37,4,23,5,73,34,28
ENSSTUE00000470572,69.375,45.75,93,2.03529914065712,1.02524085199807,6.88887035221176,0.368003534975158,1,28,120,21,14,20,294,48,10
ENSSTUE00000101305,10.875,7,14.75,2.03486187254682,1.02493086694605,4.43430889492646,0.0422991228808524,1,6,6,12,4,15,23,11,10
ENSSTUE00000368674,41.125,27.25,55,2.0327226556705,1.02341338754668,6.12597442092765,0.383313055398444,1,4,17,12,76,12,22,14,172
ENSSTUE00000550511,23.25,15.25,31.25,2.03002498743763,1.02149748555355,5.38094858473252,0.084289923805081,1,21,11,6,23,23,33,27,42
ENSSTUE00000126372,12.75,8.5,17,2.02935106089175,1.0210184609532,4.62819056453202,0.600927334233673,1,0,18,16,0,0,29,39,0
ENSSTUE00000435328,10.375,6.75,14,2.0292389667479,1.020938769403,4.36369847267736,0.484415470676303,1,1,19,7,0,2,35,19,0
ENSSTUE00000247245,8.625,5.5,11.75,2.02718041868578,1.01947449411319,4.16810010136125,0.114405687770604,1,4,7,11,0,8,13,16,10
ENSSTUE00000195906,8.625,5.5,11.75,2.02703400383319,1.01937029045752,4.16318309775848,0.0708293631169008,1,8,1,7,6,9,16,10,12
ENSSTUE00000276350,6.875,4.25,9.5,2.02614627964866,1.01873833470446,3.90694688704509,0.116453843682621,1,9,4,4,0,9,14,8,7
ENSSTUE00000175668,10.75,6.75,14.75,2.02556608929457,1.0183251574223,4.41408398016565,0.172652012044776,1,12,11,4,0,24,17,9,9
ENSSTUE00000375160,39.875,26.75,53,2.02408968646713,1.01727321659087,6.09564463171291,0.177880461009177,1,21,17,14,55,25,51,30,106
ENSSTUE00000603346,14.5,9.75,19.25,2.02284510979998,1.01638585628847,4.76854496531003,0.080075181238378,1,6,8,13,12,24,25,21,7
ENSSTUE00000098495,10.5,6.75,14.25,2.02279930796592,1.01635319000738,4.39817215876695,0.206302380746793,1,18,4,1,4,23,15,14,5
ENSSTUE00000021249,9.125,5.75,12.5,2.01998217969887,1.01434256556446,4.2336978914426,0.192435845910044,1,12,9,2,0,15,19,9,7
ENSSTUE00000310209,51.5,34,69,2.01858707954687,1.01334582438129,6.46241718008665,0.0985865221165873,1,29,31,31,45,33,67,49,127
ENSSTUE00000057127,194.5,128.75,260.25,2.0183738420299,1.01319341433099,8.3455978173763,0.335584024625153,1,43,275,154,43,57,650,287,47
ENSSTUE00000161781,30.5,20.25,40.75,2.01831653275558,1.01315245017561,5.73280081249148,0.394805228549233,1,1,43,21,16,2,78,19,64
ENSSTUE00000047190,185.5,123.25,247.75,2.01641711857977,1.0117941074193,8.26879621027226,0.58214697962647,1,11,17,9,456,14,8,5,964
ENSSTUE00000489237,12.875,8.5,17.25,2.01612030855593,1.01158173178337,4.62188015419597,0.171826243652952,1,2,12,8,12,4,20,19,26
ENSSTUE00000245578,16.625,11,22.25,2.016069436577,1.01154532836172,4.9463311955398,0.0388311512989284,1,10,16,8,10,15,20,23,31
ENSSTUE00000597636,37.375,24.75,50,2.01325672414407,1.00953115190854,6.04053552066388,0.600071450081854,1,87,1,9,2,130,0,70,0
ENSSTUE00000471738,15.25,10.25,20.25,2.01235775216451,1.0088868068298,4.8160753780933,0.0829545005222583,1,7,18,6,10,20,25,10,26
ENSSTUE00000068751,22.625,15,30.25,2.01153156715272,1.00829437848919,5.35354411594957,0.12741100179083,1,8,19,21,12,24,61,12,24
ENSSTUE00000298194,8.125,5.5,10.75,2.0106372862995,1.00765284670851,4.0791973885669,0.0586733532957035,1,5,4,7,6,15,13,8,7
ENSSTUE00000621867,16.875,11.25,22.5,2.00942285657129,1.00678119218722,4.94586556999999,0.153206858088804,1,9,13,5,18,14,17,10,49
ENSSTUE00000070501,26.125,17.25,35,2.00826422405097,1.00594909481176,5.5308664926921,0.0587068367071521,1,21,18,11,19,44,22,25,49
ENSSTUE00000501666,9.5,6.25,12.75,2.00769484385189,1.00554000598331,4.24158416658626,0.424319587317224,1,17,1,1,6,19,0,11,21
ENSSTUE00000057878,9.5,6,13,2.00598291931303,1.00430932163937,4.24376047964304,0.04067247415767,1,6,9,5,4,11,13,9,19
ENSSTUE00000240884,26.125,17.25,35,2.00581770819805,1.00419049756084,5.54486659029935,0.270522175699399,1,17,43,7,2,22,79,27,12
ENSSTUE00000566536,15.5,10.25,20.75,2.00516499048737,1.00372095047807,4.85314321456127,0.101855899092803,1,5,17,9,10,18,20,9,36
ENSSTUE00000605340,17.625,11.25,24,2.0049758505044,1.00358485983862,5.0415469570761,0.0587137034911761,1,12,12,17,4,14,28,30,24
ENSSTUE00000622601,15.375,10,20.75,2.00418456840524,1.00301537463177,4.84618523465334,0.0750714842630974,1,9,9,14,8,11,35,11,26
ENSSTUE00000266950,9.875,6.5,13.25,2.00402096797279,1.00289760345932,4.27168445165301,0.202287299881197,1,11,5,2,8,14,3,8,28
ENSSTUE00000329706,16.875,11.25,22.5,1.99983488227468,0.999880887821307,4.97205531133173,0.356558999129909,1,8,1,20,16,14,1,54,21
ENSSTUE00000171026,99,66,132,1.99860390956581,0.998992581974393,7.37972848825073,0.21261835561409,1,31,105,31,97,49,199,59,221
ENSSTUE00000471275,18.375,12,24.75,1.99736623773744,0.998098890079654,5.09695885417818,0.0986680039721194,1,22,12,6,8,25,32,32,10
ENSSTUE00000463614,7.375,5,9.75,1.99603648409096,0.997138090883618,3.96557282318309,0.271403942046615,1,8,4,4,4,12,18,9,0
ENSSTUE00000057788,9,5.75,12.25,1.99532538141758,0.996624028593162,4.2481199454239,0.366669872495539,1,11,5,7,0,19,6,24,0
ENSSTUE00000411725,19.5,13,26,1.99333874103175,0.99518689757301,5.14245247997289,0.0432002126127118,1,11,12,17,12,19,40,24,21
ENSSTUE00000476697,15.125,10,20.25,1.99330819106645,0.995164786619025,4.83923578777323,0.222026394692811,1,13,1,18,8,21,5,36,19
ENSSTUE00000600834,23.75,15.75,31.75,1.99206475205302,0.994264542961965,5.43207870921032,0.299276395001481,1,38,5,12,8,88,7,20,12
ENSSTUE00000373200,17.125,11.5,22.75,1.9909066861717,0.993425603503327,4.9705875337976,0.48922937275233,1,0,22,1,23,2,60,13,16
ENSSTUE00000466155,15.625,10.25,21,1.99077856640143,0.993332759521168,4.87016449794029,0.0911656624926406,1,20,9,4,8,15,17,19,33
ENSSTUE00000389058,10.75,7,14.5,1.98853235063602,0.991704032961582,4.43882141368327,0.158237939061387,1,8,7,11,2,17,8,28,5
ENSSTUE00000203520,19.75,13.25,26.25,1.98781271768713,0.991181839399347,5.14434631606039,0.175736939814873,1,11,12,5,25,13,22,18,52
ENSSTUE00000005411,18.25,12.25,24.25,1.98580772610009,0.989725942085522,5.02397533411272,0.507314767392685,1,1,13,2,33,2,18,1,76
ENSSTUE00000290941,14.625,9.75,19.5,1.98415819326925,0.988527053722189,4.74330209247918,0.62659929205922,1,0,1,7,31,0,0,26,52
ENSSTUE00000029775,10.75,7,14.5,1.9840782494506,0.9884689248519,4.41772521710178,0.347726310351982,1,13,12,1,2,6,40,10,2
ENSSTUE00000069149,16.375,11,21.75,1.98219068716202,0.98709575676763,4.89656928390432,0.120101809722263,1,5,17,10,12,19,27,8,33
ENSSTUE00000202983,8.125,5.25,11,1.97960682294316,0.985213919740922,4.10828553591397,0.0365689319936943,1,8,4,7,2,14,9,11,10
ENSSTUE00000090001,17.875,12.25,23.5,1.9779425789054,0.984000544231055,5.00075828761402,0.403507387053382,1,2,16,2,29,3,38,6,47
ENSSTUE00000016573,14.625,9.75,19.5,1.97778264322977,0.983883883748715,4.76040704487747,0.165668165141282,1,8,17,4,10,10,24,8,36
ENSSTUE00000545477,23.5,16,31,1.97734856514264,0.98356721040809,5.38915232291202,0.0992063233715509,1,11,16,14,23,14,43,24,43
ENSSTUE00000221566,22.125,14.75,29.5,1.97551389174227,0.982227991330628,5.28846722394941,0.394689890946054,1,2,27,7,23,7,20,4,87
ENSSTUE00000094641,40.625,27.25,54,1.97520710869952,0.982003933810366,6.14588627504465,0.641791130329008,1,0,84,25,0,0,154,60,2
