name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000303353,65.125,66.25,64,0.961594354190073,-0.0564996693102848,6.80013414970523,0.945189456378367,1,52,107,87,19,61,104,75,16
ENSSTUE00000023285,43.125,44,42.25,0.9615712846435,-0.0565342813268113,6.22752852517675,0.949341706635094,1,22,74,59,21,23,93,46,7
ENSSTUE00000386268,23.75,24.25,23.25,0.961494291731289,-0.0566498023928164,5.39232931811419,0.960845781349858,1,5,22,6,64,5,15,16,57
ENSSTUE00000490944,21,21.25,20.75,0.96144678309774,-0.0567210895174518,5.23761405319895,0.95979683587769,1,11,37,8,29,8,30,12,33
ENSSTUE00000491496,16.625,17,16.25,0.961413468962781,-0.0567710797725937,4.93622932432367,0.937647301302506,1,11,32,11,14,12,26,18,9
ENSSTUE00000382713,13.125,13.5,12.75,0.961298474155632,-0.0569436510605547,4.63499118169016,0.922424508750807,1,7,19,7,21,5,17,13,16
ENSSTUE00000453413,15.375,15.75,15,0.961187638875515,-0.0571099997359217,4.86568663332749,0.961220412211093,1,14,9,28,12,16,16,16,12
ENSSTUE00000568947,37.75,38.25,37.25,0.961183675707433,-0.0571159482671906,6.04348653592384,0.935686292041645,1,57,31,32,33,43,28,38,40
ENSSTUE00000342739,28.75,29.5,28,0.961179338935514,-0.057122457588576,5.66963503830452,0.935870003214608,1,20,11,46,41,31,10,38,33
ENSSTUE00000615225,19.625,20,19.25,0.961095515307991,-0.0572482792748414,5.16556814932677,0.948010596630716,1,11,32,23,14,17,34,17,9
ENSSTUE00000419568,9.125,9.25,9,0.961027568320988,-0.0573502777181963,4.21514082765392,1,1,12,4,11,10,8,9,9,10
ENSSTUE00000459677,123.5,126,121,0.960968129445761,-0.057439510145359,7.69685134259059,0.922537736632136,1,136,128,94,146,111,112,124,137
ENSSTUE00000205940,92.5,94.25,90.75,0.960928682709176,-0.0574987324833102,7.29190036850438,0.93738046664922,1,91,115,136,35,101,77,121,64
ENSSTUE00000469280,24.5,25,24,0.960926924101154,-0.0575013727805965,5.45820831231505,0.947420543398683,1,31,24,29,16,28,20,29,19
ENSSTUE00000206762,201.5,205.75,197.25,0.96090717823919,-0.0575310186871819,8.3925273302191,0.942000986418227,1,97,222,70,434,132,198,148,311
ENSSTUE00000340579,100.625,102.5,98.75,0.96087839012456,-0.0575742414805044,7.40741460327804,0.917916750835325,1,110,92,105,103,95,107,108,85
ENSSTUE00000143262,21.375,22,20.75,0.960735426291182,-0.0577889081445967,5.28186242672376,0.943343527240398,1,34,17,21,16,30,16,20,17
ENSSTUE00000411971,10.5,10.75,10.25,0.960723456133815,-0.0578068833267157,4.39960677852044,0.965490900741251,1,8,12,19,4,14,18,9,0
ENSSTUE00000251974,63.25,64.5,62,0.960714043537353,-0.0578210180630673,6.75311075255875,0.922064630439392,1,63,69,73,53,66,68,50,64
ENSSTUE00000041078,23.25,23.75,22.75,0.960679511883926,-0.0578728748469288,5.37011745098079,0.965396610440645,1,5,34,15,41,13,36,9,33
ENSSTUE00000500668,12.875,13.25,12.5,0.960530819251207,-0.058096190452505,4.58978509146731,0.910920399162266,1,10,15,10,18,12,23,6,9
ENSSTUE00000121826,12,12.25,11.75,0.960526202450401,-0.0581031247970383,4.53876157545678,0.979974391914469,1,2,16,29,2,2,30,15,0
ENSSTUE00000128480,40.75,41.5,40,0.960496228038269,-0.058148146588615,6.14545172377431,0.927434654790258,1,44,50,29,43,48,48,24,40
ENSSTUE00000556417,48,49,47,0.960359724067835,-0.0583531943448741,6.37180092531125,0.917960817846785,1,68,43,29,56,51,34,63,40
ENSSTUE00000590532,8.25,8.5,8,0.960332101691094,-0.058394690503092,4.06651571215881,1,1,8,4,10,12,9,2,9,12
ENSSTUE00000261211,11.375,11.75,11,0.960288842419336,-0.05845967983588,4.4887513454045,0.956099026303572,1,15,9,13,10,23,7,11,3
ENSSTUE00000033381,14.25,14.5,14,0.960270638558879,-0.0584870287615101,4.74514836272302,0.95923129689304,1,22,8,10,18,18,7,15,16
ENSSTUE00000613122,17.875,18.5,17.25,0.960251569431518,-0.0585156781937995,5.01924892143573,0.92633876725995,1,14,7,10,43,19,7,17,26
ENSSTUE00000020250,16.125,16.5,15.75,0.960249543544406,-0.0585187219174088,4.92000861308851,0.964819449678215,1,21,19,20,6,22,13,18,10
ENSSTUE00000440727,14,14,14,0.960096733063309,-0.0587483252201308,4.72317336618098,1,1,9,12,21,14,11,13,11,21
ENSSTUE00000544455,107.25,109.5,105,0.960087068007952,-0.0587628485458946,7.49751743545536,0.914566909482738,1,105,103,100,130,112,125,82,101
ENSSTUE00000312466,42.375,43.5,41.25,0.960077298445651,-0.0587775290590097,6.17800005116183,0.954923074449835,1,27,16,12,119,16,16,27,106
ENSSTUE00000577355,17.625,18,17.25,0.960076857316806,-0.058778191937452,5.03466247477211,0.957375791416693,1,6,36,24,6,9,29,26,5
ENSSTUE00000468294,33.75,34.5,33,0.959948341166464,-0.0589713244163339,5.89719315033266,0.963795902145319,1,37,86,11,4,55,49,23,5
ENSSTUE00000364534,49.875,50.75,49,0.959944543510461,-0.0589770318800431,6.41989556750033,0.917776568537655,1,43,55,64,41,53,64,49,30
ENSSTUE00000091181,7.5,7.75,7.25,0.959741497480319,-0.0592822208490676,4.00676030752041,0.958961546608428,1,12,1,12,6,8,1,18,2
ENSSTUE00000581530,15.75,16,15.5,0.959569733414596,-0.0595404417800917,4.85713093213615,0.973030476905862,1,20,13,2,29,18,12,9,23
ENSSTUE00000372694,77.875,79.5,76.25,0.959502254279253,-0.0596418989579226,7.04639464210314,0.919278754956624,1,60,93,64,101,70,75,63,97
ENSSTUE00000470101,12.125,12.5,11.75,0.959486963903703,-0.0596648895498145,4.54081634434185,0.952269457888457,1,16,18,4,12,13,13,9,12
ENSSTUE00000482714,11.875,12.25,11.5,0.959427618331594,-0.059754124957581,4.51728020420369,0.956614977739595,1,15,22,6,6,14,16,9,7
ENSSTUE00000469124,28.375,29,27.75,0.95938766837336,-0.0598141991158754,5.65719188928525,0.956367420220365,1,18,66,28,4,14,67,27,3
ENSSTUE00000122609,22.5,22.75,22.25,0.95919382871284,-0.0601057181556829,5.33377115212644,0.92589975252974,1,18,16,43,14,25,24,24,16
ENSSTUE00000035693,9.75,10.25,9.25,0.959180684138396,-0.0601254886564261,4.30162013395249,0.900173926646936,1,11,3,15,12,16,8,10,3
ENSSTUE00000515996,14.375,14.75,14,0.959179164312536,-0.0601277746146445,4.77767245844413,0.977840741532643,1,16,1,32,10,14,2,28,12
ENSSTUE00000526028,8,8.25,7.75,0.959165063449797,-0.0601489837849812,4.06011636396598,0.999999999999999,1,13,16,0,4,15,11,3,2
ENSSTUE00000281853,10.375,10.75,10,0.959146001171328,-0.0601776559384444,4.37136871769726,0.957537682389752,1,15,15,9,4,9,19,10,2
ENSSTUE00000058039,84.375,86.25,82.5,0.959139817422044,-0.0601869572264372,7.16261253426095,0.95461637167997,1,25,133,169,18,47,150,126,7
ENSSTUE00000547963,53.25,54.25,52.25,0.959133957270916,-0.0601957718295273,6.51919417072682,0.921530465428289,1,72,35,77,33,58,56,65,30
ENSSTUE00000100760,11.375,11.75,11,0.958895280198895,-0.0605548260329037,4.49265337137847,0.955551700744671,1,18,13,8,8,17,5,17,5
ENSSTUE00000571163,47.125,48,46.25,0.958724014645602,-0.0608125246967961,6.35169696089464,0.946567875383868,1,64,35,83,10,73,48,28,36
ENSSTUE00000172120,60,61.25,58.75,0.958682591502347,-0.0608748598980723,6.68929021590113,0.945917020784633,1,87,80,57,21,124,48,44,19
ENSSTUE00000321996,28.75,29.25,28.25,0.958582077472581,-0.0610261286245686,5.66000154789694,0.938847743360954,1,22,23,37,35,30,33,14,36
ENSSTUE00000385170,19.5,19.75,19.25,0.958349413852868,-0.0613763369168554,5.15992206004366,0.975266570658753,1,38,21,14,6,29,15,19,14
ENSSTUE00000335529,9.375,9.5,9.25,0.958333042143427,-0.0614009830275837,4.24360997581576,1,1,8,13,11,6,10,14,6,7
ENSSTUE00000519250,50.375,51.25,49.5,0.958260134908318,-0.0615107433124975,6.43694863291479,0.915214414654833,1,49,49,51,56,34,46,50,68
ENSSTUE00000256527,71,72.5,69.5,0.958187017288912,-0.061620828713859,6.90963142240633,0.958943193196618,1,38,13,103,136,17,7,120,134
ENSSTUE00000186112,11.875,12,11.75,0.958167523102543,-0.0616501804495733,4.47013155423025,0.974430362369618,1,2,12,3,31,2,7,8,30
ENSSTUE00000142994,17.25,18,16.5,0.958102624905949,-0.0617478997680338,4.99012166831536,0.8754677813528,1,17,16,14,25,15,18,16,17
ENSSTUE00000135423,29.5,30.25,28.75,0.958091715691368,-0.0617643267759244,5.71025924244375,0.937359673373879,1,39,46,17,19,38,44,24,9
ENSSTUE00000568410,24,24.25,23.75,0.958058114705198,-0.061814924046922,5.43817305417645,0.924044038364188,1,25,35,18,19,32,24,15,24
ENSSTUE00000114799,12.375,12.5,12.25,0.958025683567111,-0.0618637614121093,4.54760797933359,0.973906204036211,1,12,11,2,25,3,4,7,35
ENSSTUE00000044428,14,14.5,13.5,0.958017606427384,-0.0618759248632073,4.75394686915807,0.965456141778334,1,15,16,19,8,22,20,9,3
ENSSTUE00000017658,78.875,80.75,77,0.95801641851534,-0.0618777137613088,7.06108434488049,0.919972014346767,1,60,86,56,121,73,56,63,116
ENSSTUE00000379109,14.125,14.5,13.75,0.957966071343515,-0.0619535345117751,4.77010408087433,0.949360322072515,1,33,8,13,4,30,6,16,3
ENSSTUE00000218447,15,15.5,14.5,0.95791236359828,-0.062034420539109,4.83397548833485,0.958722052638099,1,16,15,23,8,19,15,14,10
ENSSTUE00000401055,9.625,10,9.25,0.957879812939005,-0.0620834453501432,4.30061521217227,0.91745738357215,1,18,3,9,10,9,4,21,3
ENSSTUE00000521820,19.125,19.5,18.75,0.957852030658589,-0.0621252897850187,5.09810205405092,0.956212174354559,1,10,12,15,41,8,15,10,42
ENSSTUE00000157492,18,18.5,17.5,0.95784163222375,-0.0621409517571446,5.03736689280236,0.937653291139846,1,10,11,22,31,14,26,14,16
ENSSTUE00000584052,312.375,319.25,305.5,0.957781721909747,-0.0622311911173538,9.02198417467296,0.918687799903355,1,262,395,258,362,323,315,318,266
ENSSTUE00000190920,8.5,8.75,8.25,0.95772710105932,-0.0623134681908038,4.15430785856311,1,1,11,10,8,6,9,13,6,5
ENSSTUE00000405298,17.125,18,16.25,0.95772528929035,-0.0623161973947464,4.99618953645269,0.866839829266567,1,10,12,19,31,14,17,22,12
ENSSTUE00000611290,20.375,20.75,20,0.957600523610979,-0.0625041537475966,5.22008432737739,0.950065715340679,1,29,6,34,14,21,16,22,21
ENSSTUE00000464019,19.125,19.75,18.5,0.957584837142881,-0.0625277867496013,5.12797420494168,0.943622740366482,1,17,31,17,14,31,20,14,9
ENSSTUE00000509622,13.625,13.75,13.5,0.957494785577275,-0.0626634646041178,4.69987218074096,0.958577486610774,1,15,7,21,12,18,6,13,17
ENSSTUE00000190142,16.25,16.75,15.75,0.957433568668454,-0.0627557054763251,4.91062464524096,0.921187360419628,1,23,17,9,18,18,10,19,16
ENSSTUE00000268903,72.375,74,70.75,0.957354486360983,-0.0628748744387336,6.94266123449723,0.929076801759228,1,66,142,37,51,62,112,62,47
ENSSTUE00000320612,14.125,14.75,13.5,0.957118809435294,-0.0632300738916671,4.73685475838313,0.918831145966803,1,6,11,17,25,12,11,14,17
ENSSTUE00000626943,52.25,53.5,51,0.957075108681075,-0.0632959469056912,6.49437675234388,0.937835229630364,1,99,26,60,29,93,16,64,31
ENSSTUE00000596885,9.375,9.75,9,0.957057395087611,-0.0633226486239851,4.25891830045892,1,1,14,6,11,8,13,14,6,3
ENSSTUE00000236252,43.25,44,42.5,0.957038275908081,-0.063351469696948,6.2326330029047,0.926874867679879,1,49,37,69,21,58,30,49,33
ENSSTUE00000007820,7.75,8,7.5,0.956979419920044,-0.063440195357404,4.03339430271203,0.945027461241648,1,17,5,6,4,8,12,8,2
ENSSTUE00000434181,70.125,71.75,68.5,0.956957469944247,-0.06347328643935,6.90072389160939,0.946653172266649,1,123,46,102,16,112,41,98,23
ENSSTUE00000013945,64.875,66.25,63.5,0.956945753408617,-0.0634909502246921,6.79376903963517,0.93796533513822,1,21,148,57,39,30,93,81,50
ENSSTUE00000125282,68.625,70,67.25,0.956841762227641,-0.0636477362419609,6.87129449295699,0.930301876814049,1,106,55,84,35,75,44,110,40
ENSSTUE00000073519,57.5,59,56,0.956823800983448,-0.0636748178788193,6.60628166461782,0.951631536025468,1,8,45,37,146,9,51,39,125
ENSSTUE00000602128,9.125,9.25,9,0.956624049995428,-0.0639760330498815,4.20337611079944,1,1,15,5,9,8,13,11,5,7
ENSSTUE00000458732,22.125,22.5,21.75,0.956581064119899,-0.06404086196865,5.3081590022152,0.961441210430324,1,15,39,5,31,18,31,10,28
ENSSTUE00000040328,15.5,16,15,0.956564764017659,-0.0640654456426404,4.85551082030885,0.965401494726841,1,8,21,25,10,8,14,22,16
ENSSTUE00000156031,7.25,7.5,7,0.95644061276796,-0.0642527032370903,3.94357922084112,0.961697391061501,1,4,21,5,0,8,12,8,0
ENSSTUE00000190066,9.125,9,9.25,0.956398597576944,-0.0643160803441696,4.2219829285932,1,1,13,11,8,4,6,6,13,12
ENSSTUE00000542941,10.875,11,10.75,0.956200643316129,-0.0646147185798381,4.40700605564144,1,1,10,15,9,10,4,11,9,19
ENSSTUE00000612763,39.25,40,38.5,0.956177586010643,-0.0646495073677178,6.10012011345757,0.961853910687653,1,15,86,55,4,12,75,58,9
ENSSTUE00000057028,8.625,9,8.25,0.956160684604721,-0.0646750086871048,4.14910669402466,0.963679076254214,1,15,11,0,10,8,17,1,7
ENSSTUE00000296230,8.125,8.25,8,0.956160091010602,-0.0646759043268986,4.09033275201715,0.999999999999998,1,8,15,8,2,8,18,4,2
ENSSTUE00000139850,8.375,8.75,8,0.956120411512941,-0.0647357756840902,4.11728834100885,0.954757353006697,1,12,15,2,6,15,11,4,2
ENSSTUE00000220779,15,15.5,14.5,0.956095480126262,-0.064773395273053,4.82010252297076,0.909852039400036,1,17,15,18,12,18,9,19,12
ENSSTUE00000472964,71.125,72.75,69.5,0.956069689221388,-0.0648123128426862,6.91923836486337,0.91186919345812,1,90,59,82,60,89,70,74,45
ENSSTUE00000498232,22,22.25,21.75,0.956064388625576,-0.0648203113856548,5.30819091316979,0.953973897147895,1,15,37,12,25,14,30,12,31
ENSSTUE00000233968,13.625,14,13.25,0.956024434131807,-0.0648806037207636,4.67486969918124,0.962166782995107,1,16,16,6,18,18,22,6,7
ENSSTUE00000223592,8.5,8.5,8.5,0.955958084545015,-0.0649807324812874,4.13523365615482,0.999999999999998,1,8,16,10,0,11,7,9,7
ENSSTUE00000612776,19.5,20,19,0.955943297288834,-0.0650030490101247,5.17072871819689,0.967744207307838,1,51,11,6,12,53,12,6,5
ENSSTUE00000587288,143.25,146.25,140.25,0.955881093677938,-0.065096928805174,7.90364313759052,0.942850509494897,1,76,139,84,286,68,71,59,363
ENSSTUE00000480007,16,16.5,15.5,0.955850242776231,-0.0651434922966594,4.91553483493625,0.899781357367069,1,25,11,7,23,17,17,19,9
ENSSTUE00000040205,49,50.25,47.75,0.955814885660737,-0.0651968588977763,6.39107085198222,0.92864536286812,1,56,42,27,76,43,28,37,83
ENSSTUE00000459338,16.75,17.25,16.25,0.955805919196925,-0.0652103928296548,4.96376880552546,0.938736035802324,1,11,7,18,33,6,2,40,17
ENSSTUE00000443862,52.375,53.5,51.25,0.955789151302401,-0.0652357025394887,6.48559549688087,0.921693050704942,1,34,45,40,95,35,46,44,80
ENSSTUE00000243099,8.375,8.5,8.25,0.955663662205152,-0.0654251317498431,4.04858329475411,0.982858541422324,1,0,11,0,23,0,12,0,21
ENSSTUE00000447940,12.625,13,12.25,0.95563938567682,-0.0654617807020591,4.58610346707099,0.951525704125476,1,16,4,14,18,12,13,10,14
ENSSTUE00000180271,21.625,22.25,21,0.955634207117775,-0.0654695986109983,5.28301595723781,0.880272640068424,1,22,25,13,29,19,27,21,17
ENSSTUE00000413913,22.625,23.25,22,0.955628192760316,-0.0654786783518874,5.33786066755139,0.933533155992678,1,21,27,2,43,11,32,14,31
ENSSTUE00000291029,133.375,136.5,130.25,0.955467805960147,-0.0657208317988372,7.81178570291832,0.927001665561764,1,149,97,242,58,169,128,174,50
ENSSTUE00000143254,27.125,27.75,26.5,0.955428126611981,-0.0657807463110376,5.59187480564177,0.928639108661802,1,30,22,36,23,36,20,27,23
ENSSTUE00000609301,45,46,44,0.955310935274118,-0.0659577159094032,6.28192096462144,0.971462913833257,1,7,162,15,0,6,160,8,2
ENSSTUE00000037478,8.875,8.75,9,0.955234755982146,-0.0660727652246929,4.19092648039912,1,1,17,11,7,0,16,7,4,9
ENSSTUE00000123416,14.125,14.25,14,0.955074012396518,-0.066315557361993,4.73499783799124,1,1,15,20,14,8,13,22,9,12
ENSSTUE00000205331,8.25,8.25,8.25,0.955063866207054,-0.0663308838547939,4.09517972678945,1,1,10,7,12,4,8,5,11,9
ENSSTUE00000459474,22.75,23.25,22.25,0.955001205724674,-0.0664255402814789,5.35581967342569,0.925655311793585,1,25,18,38,12,29,22,24,14
ENSSTUE00000226717,54.25,55.5,53,0.954919450854851,-0.0665490504858716,6.54635352052121,0.919970238786182,1,53,53,83,33,49,61,69,33
ENSSTUE00000053386,56,57.25,54.75,0.954696799090585,-0.0668854726310189,6.57796380376876,0.957438696696486,1,36,11,52,130,27,6,37,149
ENSSTUE00000572871,30.5,31.25,29.75,0.95446645827272,-0.0672335953554425,5.75246785859188,0.912735098174638,1,34,23,50,18,30,27,45,17
ENSSTUE00000369154,59.5,61,58,0.95440641862924,-0.0673243493254754,6.65400153847983,0.943098810753154,1,24,54,12,154,32,67,22,111
ENSSTUE00000549815,45.375,46.25,44.5,0.954390103289248,-0.067349012048638,6.2949487573087,0.921685197056765,1,46,58,60,21,49,71,32,26
ENSSTUE00000025769,20.75,21.25,20.25,0.954269715895227,-0.0675310060266372,5.23123824617747,0.902280133902453,1,20,22,24,19,24,26,19,12
ENSSTUE00000354563,12.75,13.5,12,0.954269361903014,-0.067531541203324,4.60823378739293,0.897956009394704,1,15,15,6,18,8,14,14,12
ENSSTUE00000411887,16.5,17,16,0.954263017576182,-0.0675411327920821,4.95484502885315,0.96426793178865,1,26,15,25,2,36,9,19,0
ENSSTUE00000602732,80.875,82.75,79,0.954259352158128,-0.067546674336194,7.09717017865594,0.910150586295107,1,61,99,95,76,53,108,73,82
ENSSTUE00000107291,12.875,13,12.75,0.954251005548592,-0.0675592931958577,4.62834000941772,0.964560201038901,1,8,6,28,10,14,6,22,9
ENSSTUE00000305429,17.25,17.75,16.75,0.954156660450525,-0.0677019369377054,4.99656205311761,0.943673630407818,1,28,19,6,18,21,22,19,5
ENSSTUE00000569217,44.125,45.25,43,0.954137682251385,-0.0677306324624714,6.26185691788691,0.903235287075242,1,47,46,51,37,47,55,42,28
ENSSTUE00000061016,13.375,13.75,13,0.954114977461866,-0.0677649634375421,4.67737573930649,0.946728809971776,1,19,15,11,10,14,14,14,10
ENSSTUE00000455559,18.875,19.25,18.5,0.954091050104504,-0.0678011438911306,5.11825515254527,0.914853922676413,1,31,11,16,19,21,24,22,7
ENSSTUE00000375070,37.5,38.25,36.75,0.954030692222766,-0.0678924148145307,6.02591554506974,0.927530632748313,1,41,20,51,41,26,38,26,57
ENSSTUE00000202633,21.5,22,21,0.953991595111372,-0.0679515390806404,5.26000896474218,0.953736504514649,1,6,13,11,58,8,11,9,56
ENSSTUE00000049679,27.875,28.25,27.5,0.953926709569953,-0.0680496670231603,5.61821684930377,0.928734319862028,1,31,26,25,31,25,36,19,30
ENSSTUE00000468520,22.125,22.75,21.5,0.953888350879787,-0.0681076809189848,5.27410059576903,0.976243073281092,1,0,20,3,68,0,13,4,69
ENSSTUE00000576323,35.125,36,34.25,0.953786896279365,-0.0682611326653022,5.91571078527376,0.983631218595101,1,0,54,0,90,0,66,0,71
ENSSTUE00000505701,15.875,16.5,15.25,0.953706220192391,-0.0683831682204091,4.82290246565734,0.965319579075133,1,5,2,4,55,8,4,9,40
ENSSTUE00000260407,13.375,13.75,13,0.953668315827643,-0.0684405082320582,4.6756808323785,0.967448423126459,1,25,15,11,4,10,23,16,3
ENSSTUE00000011835,57.875,59.5,56.25,0.953621080925089,-0.0685119662497053,6.61982134745335,0.904155834798815,1,44,43,61,90,64,39,47,75
ENSSTUE00000421771,6.875,7,6.75,0.953590637345614,-0.0685580238538169,3.92818258369037,1,1,16,12,0,0,16,11,0,0
ENSSTUE00000203533,14,14.5,13.5,0.953552070004879,-0.0686163738776628,4.7410715793781,0.918429916583223,1,11,21,7,19,8,18,16,12
ENSSTUE00000451278,15.5,16,15,0.953532416993106,-0.0686461085882308,4.83174886046378,0.917257949265789,1,6,17,12,29,3,19,22,16
ENSSTUE00000575374,22,22.5,21.5,0.953491064199025,-0.0687086767438355,5.31601587985966,0.921588662144677,1,18,20,33,19,24,12,34,16
ENSSTUE00000084390,18.25,19,17.5,0.953414059009048,-0.0688251953943033,5.07007462397597,0.903529587825868,1,20,17,25,14,20,19,24,7
ENSSTUE00000152857,22.375,23,21.75,0.953336617744758,-0.0689423833721285,5.31115407386913,0.953432543369744,1,7,20,22,43,4,15,9,59
ENSSTUE00000605717,59,60.5,57.5,0.953303336709462,-0.0689927488168162,6.65721078596667,0.897669036095076,1,42,77,59,64,52,58,54,66
ENSSTUE00000536795,19.125,19.75,18.5,0.953295536559178,-0.0690045533324802,5.13033386369122,0.908169186667125,1,16,11,17,35,17,15,16,26
ENSSTUE00000551919,32,32.5,31.5,0.953242649753151,-0.06908459320092,5.81690495365486,0.925735837181775,1,47,39,25,19,34,26,38,28
ENSSTUE00000089281,135.875,139,132.75,0.953227799545225,-0.0691070685782211,7.83244691261153,0.90716584610941,1,117,144,106,189,135,120,95,181
ENSSTUE00000313856,9.375,9.75,9,0.953195805289449,-0.0691554921856838,4.24642229956775,0.944450671507205,1,6,18,9,6,12,12,9,3
ENSSTUE00000105596,7.75,8,7.5,0.953185464625871,-0.0691711432249584,4.01390592126228,0.971722239223394,1,15,15,0,2,19,10,1,0
ENSSTUE00000405714,18.25,18.5,18,0.953095174763992,-0.0693078080301095,5.08346559255302,0.930835069720157,1,21,11,28,14,19,16,20,17
ENSSTUE00000593404,76.625,78.25,75,0.95307339936517,-0.0693407697107515,7.02313128862186,0.905567356166906,1,66,92,85,70,69,71,82,78
ENSSTUE00000258178,18.75,19.25,18.25,0.953027461962891,-0.0694103081741315,5.08264716709048,0.917022373764082,1,16,11,13,37,13,10,22,28
ENSSTUE00000232705,11.875,12.25,11.5,0.95300128631147,-0.0694499334762517,4.48955867502588,0.979306487404723,1,0,6,12,31,1,3,16,26
ENSSTUE00000210216,11,11.25,10.75,0.952952368885021,-0.0695239887171794,4.43595184824461,0.934873235959105,1,13,12,10,10,14,6,13,10
ENSSTUE00000176973,12.125,12.25,12,0.952886141759487,-0.0696242548678377,4.5312019001086,1,1,15,6,16,12,10,9,5,24
ENSSTUE00000595323,22.25,22.5,22,0.952829294400423,-0.0697103258535448,5.32821545695732,0.945440106271176,1,18,30,17,25,19,27,12,30
ENSSTUE00000311126,12.875,13.25,12.5,0.95280633450763,-0.0697450902365887,4.65504420397451,0.967805665730794,1,21,7,23,2,15,16,14,5
ENSSTUE00000188260,35.875,36.75,35,0.952727393933798,-0.0698646233340691,5.96741600637371,0.897916904155962,1,45,29,28,45,44,25,41,30
ENSSTUE00000317178,22.25,22.75,21.75,0.952685843589866,-0.0699275435174363,5.33026690171835,0.912456771959277,1,21,20,34,16,21,19,26,21
ENSSTUE00000581720,24.5,25.25,23.75,0.952678378313234,-0.0699388485660493,5.44712715689261,0.926129946101292,1,20,21,23,37,24,15,20,36
ENSSTUE00000357357,13.25,13.5,13,0.952624276849615,-0.0700207798152146,4.69404023736272,0.944750100390418,1,31,9,10,4,17,11,22,2
ENSSTUE00000433683,150.375,154,146.75,0.952623708159768,-0.0700216410637544,7.97609997931448,0.916883210593919,1,116,145,127,228,128,96,111,252
ENSSTUE00000254374,37.875,38.75,37,0.952582983432134,-0.0700833176921935,6.05150066651574,0.942551177325999,1,40,54,53,8,32,60,37,19
ENSSTUE00000600995,21.25,21.75,20.75,0.952552790242113,-0.0701290462603265,5.2787505126244,0.973262988310539,1,26,16,45,0,36,22,23,2
ENSSTUE00000196054,9.875,10.5,9.25,0.952526568330158,-0.0701687613747372,4.30251247202286,0.88667098733938,1,8,12,6,16,7,16,9,5
ENSSTUE00000549312,114,116.75,111.25,0.95250160674388,-0.0702065686441608,7.58594867580049,0.913798383738341,1,149,103,116,99,188,60,74,123
ENSSTUE00000104860,39.5,40.5,38.5,0.952491944723832,-0.0702212031802175,6.08309924667171,0.96098108994782,1,18,5,20,119,19,2,24,109
ENSSTUE00000559612,73.125,75,71.25,0.952485767063411,-0.070230560224133,6.95174446637249,0.97002688064404,1,0,179,16,105,0,200,21,64
ENSSTUE00000572189,45.375,46.75,44,0.952461014029797,-0.0702680532178474,6.27756805179894,0.936667372654,1,11,32,23,121,16,47,37,76
ENSSTUE00000167151,17.375,17.75,17,0.952449541658032,-0.0702854305522354,5.01140965483788,0.938599784455378,1,12,13,32,14,11,26,21,10
ENSSTUE00000519681,39.375,40.25,38.5,0.952407460179644,-0.0703491736470025,6.09653966570236,0.916138984522894,1,43,61,28,29,35,59,32,28
ENSSTUE00000355634,25,25.75,24.25,0.952345085364504,-0.0704436613396135,5.46927523686766,0.914494682372113,1,16,23,21,43,11,34,21,31
ENSSTUE00000313144,50.875,52.25,49.5,0.952343750921555,-0.0704456828710961,6.45056034412009,0.907624922073922,1,61,22,54,72,45,36,70,47
ENSSTUE00000134552,27,27.5,26.5,0.952300046280291,-0.0705118920691836,5.60242542149783,0.932298805400838,1,34,30,40,6,25,40,27,14
ENSSTUE00000485774,56.25,57.5,55,0.952296421298438,-0.0705173837766719,6.60040465532567,0.956778913063342,1,21,17,171,21,12,8,191,9
ENSSTUE00000035046,14.875,15.25,14.5,0.952078382880716,-0.0708477420072639,4.8393324518425,0.955064402277211,1,31,4,22,4,21,11,24,2
ENSSTUE00000063998,34.875,35.5,34.25,0.951991780302581,-0.0709789778330278,5.92740258682338,0.904335323695207,1,31,37,35,39,27,36,32,42
ENSSTUE00000056523,47.875,49,46.75,0.951984635847291,-0.0709898049316518,6.36998539914078,0.924723699677402,1,65,27,69,35,53,25,62,47
ENSSTUE00000367321,16.125,16.5,15.75,0.951946723114377,-0.0710472613220945,4.9096126603245,0.918547961626551,1,20,23,13,10,19,16,14,14
ENSSTUE00000003705,161.875,165.75,158,0.951911228270182,-0.0711010554989828,8.08260063835471,0.912150534850972,1,254,187,86,136,139,165,194,134
ENSSTUE00000570522,17.375,18,16.75,0.951910547658312,-0.0711020870192465,4.98582339568958,0.916141100466819,1,12,15,8,37,15,11,11,30
ENSSTUE00000206812,32.5,33.25,31.75,0.951889545999261,-0.0711339170306688,5.84041896781514,0.922840814217134,1,59,19,36,19,68,12,31,16
ENSSTUE00000094638,151.375,155,147.75,0.951870310354139,-0.0711630710962239,7.98960194526808,0.916379755960717,1,211,168,169,72,206,178,122,85
ENSSTUE00000593514,45.375,46.25,44.5,0.951855045757835,-0.0711862069517397,6.28895327169394,0.918873978506314,1,48,24,53,60,30,31,46,71
ENSSTUE00000043623,11.125,11.25,11,0.951761363941426,-0.0713282043535008,4.45833951548353,0.951013344011028,1,19,6,14,6,12,6,14,12
